letter,unit-0,unit-1,unit-2,unit-3,unit-4,unit-5,unit-6,unit-7,unit-8,unit-9,unit-10,unit-11,unit-12,unit-13,unit-14,unit-15,unit-16,unit-17,unit-18,unit-19,unit-20,unit-21,unit-22,unit-23,unit-24,unit-25,unit-26,unit-27
NIL 1,0.423928417,0.274672241,0.253235294,0.230271386,0.170825919,0.374450962,0.278531993,0.367544512,0.347845427,0.237573738,0.249269395,1.289928134,0.660529282,0.10123789,0.726910295,0.162935701,0.660529282,0.125417452,0.627087262,0.177367062,0.823195752,0.12283716,0.627087262,0.178964996,0.984614743,0.10263434,0.691226153,1.146152468
NIL 1,0.453890304,0.190953086,0.185929572,0.167476936,0.146482493,0.370820561,0.294159304,0.394993563,0.376078026,0.262276581,0.313544377,1.410042418,0.715314755,0.042698408,0.775519487,0.15096167,0.715314755,0.102215826,0.678643325,0.188922595,0.865144417,0.09018909,0.611290815,0.202536333,1.050075044,0.063773317,0.66739086,1.228703301
NIL 1,0.468534649,0.178210096,0.163619397,0.159303899,0.13809407,0.383004038,0.295683086,0.411172272,0.391433125,0.276453578,0.320672976,1.454205356,0.739554913,0.036334953,0.78907198,0.15791661,0.739554913,0.10900486,0.702319132,0.195294506,0.892530903,0.107309502,0.625188838,0.215641818,1.085226921,0.060558256,0.685191976,1.27561046
NIL 1,0.476387159,0.182389648,0.164937876,0.156635133,0.153140973,0.379895999,0.293283648,0.3993428,0.388256684,0.274210185,0.313385418,1.454064032,0.729410211,0.016989466,0.809321149,0.150527048,0.729410211,0.090300248,0.717641541,0.198856596,0.878085862,0.083663415,0.620348181,0.22346153,1.076420413,0.053725407,0.685130611,1.270608724
NIL 1,0.469424968,0.150619461,0.118390575,0.108852445,0.110825762,0.380604093,0.258515824,0.399497553,0.390072604,0.284970183,0.316330562,1.472553119,0.731044939,0.024041483,0.840162992,0.186418412,0.731044939,0.076025846,0.707540895,0.196236537,0.917443289,0.07212445,0.620554416,0.212668629,1.11284414,0.035046183,0.661250061,1.309019579
NIL 1,0.488910074,0.168006229,0.109615882,0.077739115,0.025295973,0.377561167,0.238492719,0.396393267,0.378689341,0.285320433,0.318188974,1.478702941,0.698635102,0.025295973,0.871110777,0.211305088,0.698635102,0.07541802,0.706729624,0.197387847,0.909287701,0.083472452,0.607630119,0.211473257,1.106134528,0.042159955,0.61870362,1.30763842
NIL 1,0.480197719,0.115944265,0.057972133,0.034146461,0.053028967,0.374971421,0.2631976,0.381049738,0.37037037,0.280236036,0.304064826,1.475729575,0.763043865,0.053028967,0.796296296,0.18332398,0.763043865,0.066769468,0.679152623,0.186108808,0.945170382,0.066769468,0.58806138,0.2072089,1.130994925,0.018518519,0.61284826,1.326008688
NIL 1,0.505949352,0.143104087,0.076095673,0.048999596,0.035652443,0.376279213,0.275266208,0.378524559,0.374397805,0.28173201,0.310014567,1.497449754,0.767241157,0.063998093,0.793394807,0.189588473,0.767241157,0.061177394,0.683364321,0.199745619,0.950917478,0.0605975,0.579892823,0.202379741,1.150370754,0.018790487,0.595275992,1.342014439
NIL 1,0.491713161,0.153014348,0.098968245,0.075514248,0.040953351,0.388431256,0.282785781,0.385048626,0.377571242,0.284912909,0.299939616,1.497123679,0.727633993,0.018314895,0.831504321,0.17681227,0.727633993,0.106478713,0.731312651,0.209943352,0.897616744,0.091574477,0.630681609,0.191213122,1.106225749,0.046333428,0.626894017,1.290699944
NIL 1,0.482822662,0.129931816,0.068243533,0.056298043,0.016085155,0.38233977,0.277672828,0.378343226,0.364764362,0.282407869,0.29275424,1.448959121,0.713798577,0.04100926,0.787721098,0.183398985,0.713798577,0.079210202,0.680774614,0.191169885,0.889823158,0.080425775,0.587163242,0.197166211,1.079624294,0.046895883,0.582684602,1.269734262
NIL 1,0.495118271,0.132343761,0.092694126,0.058624913,0.029312456,0.375910439,0.296710318,0.398692509,0.376613076,0.288350598,0.305165921,1.477077553,0.739991604,0.041454073,0.781688988,0.172459369,0.739991604,0.074953169,0.698075913,0.182694816,0.89653073,0.076696499,0.609790143,0.207270366,1.077069781,0.034491874,0.601606134,1.276199331
NIL 1,0.489348861,0.137772843,0.091889411,0.064191183,0.016437678,0.38768185,0.290579832,0.387071533,0.380737208,0.291508204,0.303095798,1.482720431,0.739695491,0.049993245,0.782906411,0.173376594,0.739695491,0.080946175,0.705720249,0.200141803,0.892226782,0.088900334,0.616467699,0.209540097,1.08886432,0.041094194,0.613722216,1.290174454
NIL 1,0.494434929,0.139204791,0.09719889,0.076561509,0.033217047,0.393905716,0.30079315,0.399382324,0.386750425,0.286827802,0.305569748,1.495343668,0.757465203,0.041521308,0.780114555,0.175178591,0.757465203,0.089439635,0.707082399,0.202221986,0.910178898,0.085497606,0.623704782,0.219866991,1.108300086,0.041521308,0.632433724,1.31839144
NIL 1,0.481672629,0.160303952,0.11364529,0.098588669,0.11452062,0.41088965,0.311016467,0.402789686,0.390026108,0.295766008,0.318210997,1.534287353,0.744238684,0.025801834,0.806075063,0.180612838,0.744238684,0.083208414,0.704253012,0.2196947,0.900110579,0.062139045,0.617359766,0.237881156,1.104517417,0.008159256,0.66811307,1.306118299
NIL 1,0.48791381,0.162151154,0.131849576,0.11692886,0.150269905,0.401833216,0.323347071,0.420490987,0.403063006,0.295558142,0.32094654,1.509230856,0.717873761,0.023596459,0.801044851,0.198982813,0.717873761,0.078654863,0.696617486,0.200531341,0.881285534,0.049745703,0.614213403,0.228640907,1.067853831,0.024872852,0.676111639,1.24932548
NIL 1,0.479214072,0.168144892,0.137364813,0.11692886,0.134635439,0.40908091,0.323347071,0.404900689,0.395548729,0.295558142,0.311655938,1.495890601,0.6771631,0.007865486,0.825913516,0.186960475,0.6771631,0.086520349,0.737554498,0.211053145,0.820766417,0.063413578,0.644057987,0.214685996,1.017813378,0.017587762,0.678896728,1.196484995
NIL 1,0.487244182,0.177656048,0.154264384,0.148425223,0.184283365,0.413217428,0.334068961,0.423775779,0.40277412,0.299496695,0.305651023,1.493262231,0.686865246,0.02383506,0.811831771,0.19477456,0.686865246,0.0794502,0.728259794,0.213187258,0.829065789,0.040511812,0.636097971,0.230542523,1.028105237,0.025124359,0.703840888,1.206204764
NIL 1,0.46704586,0.157673882,0.135009091,0.122231488,0.147692869,0.410013315,0.325053035,0.405617048,0.396150725,0.297502503,0.294676771,1.449770567,0.654001287,0.024446298,0.799846098,0.188093569,0.654001287,0.077691549,0.724905894,0.197546657,0.784912715,0.047023392,0.623260743,0.209298002,0.97325743,0.021865433,0.667388402,1.137344128
NIL 1,0.478364582,0.188838184,0.150180223,0.138349217,0.172473268,0.406290074,0.336085358,0.407862381,0.395802419,0.297300667,0.304492423,1.465003721,0.663407659,0.046844988,0.803262169,0.199052924,0.663407659,0.054652486,0.716633057,0.202544015,0.801172563,0.034916193,0.6227428,0.21874932,0.98896687,0.032191139,0.680865756,1.153609022
NIL 1,0.469219104,0.177396064,0.147354219,0.142218339,0.170382919,0.409073182,0.31660378,0.395242379,0.38909893,0.276482538,0.278625845,1.438156001,0.607165227,0.031800987,0.832311489,0.196640433,0.607165227,0.06984303,0.747193838,0.21733336,0.742080937,0.030851489,0.646824486,0.208390335,0.94390559,0.039328087,0.700344098,1.10218538
NIL 1,0.475281371,0.177126909,0.161571927,0.146386455,0.169440599,0.416111333,0.308140506,0.401928106,0.388141878,0.272889565,0.283737059,1.441718852,0.623395947,0.056012447,0.818668696,0.188618308,0.623395947,0.046800174,0.732376961,0.213358416,0.749513941,0.017204086,0.635573993,0.200189338,0.94246365,0.046800174,0.681985256,1.091558261
NIL 1,0.480813404,0.184190818,0.161166966,0.155209532,0.169015916,0.415564766,0.315500526,0.400259075,0.385415589,0.2722056,0.273931168,1.454152681,0.631560864,0.046682875,0.823762132,0.188145559,0.631560864,0.046682875,0.738121068,0.202615714,0.761335974,0.017160966,0.648357567,0.199540053,0.944819904,0.039133024,0.698390186,1.090768079
NIL 1,0.462383696,0.175000619,0.152220743,0.152789086,0.174835446,0.410764664,0.319626501,0.397902742,0.385361401,0.282487015,0.282077613,1.429938591,0.61285584,0.038760407,0.817651673,0.184953478,0.61285584,0.061285584,0.743941981,0.207481695,0.729906298,0.015203082,0.643981103,0.197786199,0.921042074,0.045609247,0.690778942,1.066927142
